"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Alley","Lot_Shape","Land_Contour","Lot_Config","Land_Slope","Neighborhood","Condition_1","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Fence","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
906201120,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",83,11980,"No_Alley_Access","Regular","Low","Inside","Mod","Sawyer_West","Norm","OneFam","One_Story","Good","Average",1987,1987,"Gable","Plywood","Plywood","BrkFace",177,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,0,1433,"Excellent","Y","SBrkr",1433,0,1433,1,0,1,1,1,1,"Good",4,"Typ",2,"Typical","Attchd",1987,"RFn",2,528,"Good","Good","Paved",0,278,0,0,266,"Minimum_Privacy",0,6,2010,"WD ","Normal",270000
906223090,"Two_Story_1946_and_Newer","Residential_Low_Density",80,9938,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Sawyer_West","Norm","OneFam","Two_Story","Good","Average",1993,1994,"Gable","MetalSd","MetalSd","BrkFace",246,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,300,1050,"Excellent","Y","SBrkr",1062,887,1949,1,0,2,1,3,1,"Good",8,"Typ",1,"Typical","Attchd",1993,"Fin",2,574,"Typical","Typical","Paved",156,90,0,0,0,"Good_Privacy",0,6,2010,"WD ","Normal",236000
906225210,"Split_Foyer","Residential_Low_Density",73,9069,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Sawyer_West","Norm","OneFam","SFoyer","Above_Average","Above_Average",1992,1992,"Gable","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,189,936,"Excellent","Y","SBrkr",996,0,996,1,0,1,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd",1992,"Unf",2,564,"Typical","Typical","Paved",120,0,0,0,0,"No_Fence",0,4,2010,"WD ","Normal",147000
906378100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,10475,"No_Alley_Access","Slightly_Irregular","Lvl","Corner","Gtl","College_Creek","Norm","OneFam","One_Story","Very_Good","Average",2008,2008,"Gable","VinylSd","VinylSd","Stone",72,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,1694,1694,"Excellent","Y","SBrkr",1694,0,1694,0,0,2,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",2008,"RFn",3,776,"Typical","Typical","Paved",160,33,0,0,0,"No_Fence",0,2,2010,"WD ","Normal",245350
906380190,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,6762,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Good","Average",2006,2006,"Gable","VinylSd","VinylSd","Stone",24,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,501,1187,"Excellent","Y","SBrkr",1208,0,1208,1,0,2,0,2,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",2006,"RFn",2,632,"Typical","Typical","Paved",105,61,0,0,0,"No_Fence",0,2,2010,"WD ","Normal",206000
906385010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",94,10402,"No_Alley_Access","Slightly_Irregular","Lvl","Corner","Gtl","College_Creek","Norm","OneFam","One_Story","Good","Average",2009,2009,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1226,1226,"Excellent","Y","SBrkr",1226,0,1226,0,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",2009,"RFn",3,740,"Typical","Typical","Paved",0,36,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",198900
906385020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,7360,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Good","Average",2010,2010,"Gable","VinylSd","VinylSd","Stone",80,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,1198,1222,"Excellent","Y","SBrkr",1222,0,1222,0,0,2,0,2,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",2009,"RFn",2,615,"Typical","Typical","Paved",0,54,0,0,0,"No_Fence",0,3,2010,"WD ","Normal",187000
906402200,"Two_Story_1946_and_Newer","Residential_Low_Density",90,12376,"No_Alley_Access","Regular","Lvl","Corner","Gtl","Sawyer_West","Norm","OneFam","Two_Story","Good","Average",1990,1990,"Hip","Plywood","Plywood","None",0,"Typical","Typical","PConc","Good","Typical","Mn","GLQ",3,"Unf",0,203,1673,"Good","Y","SBrkr",1699,1523,3222,1,0,3,0,5,1,"Good",11,"Typ",2,"Typical","Attchd",1990,"Unf",3,594,"Typical","Typical","Paved",367,0,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",320000
906425045,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",82,14235,"No_Alley_Access","Slightly_Irregular","Lvl","Inside","Gtl","Sawyer_West","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1900,1993,"Gable","Wd Sdng","Plywood","None",0,"Typical","Typical","PConc","Fair","Good","No","Unf",7,"Unf",0,676,676,"Typical","Y","SBrkr",831,614,1445,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1957,"Unf",2,484,"Typical","Typical","Dirt_Gravel",0,59,0,0,0,"No_Fence",0,3,2010,"WD ","Normal",138500
906477110,"Split_or_Multilevel","Residential_Low_Density",80,8816,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Clear_Creek","Norm","OneFam","SLvl","Above_Average","Good",1971,1971,"Gable","HdBoard","HdBoard","BrkFace",80,"Typical","Typical","CBlock","Typical","Typical","Av","GLQ",3,"Unf",0,506,1010,"Good","Y","SBrkr",1052,0,1052,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1971,"Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,6,2010,"WD ","Normal",155000
907125090,"Split_Foyer","Residential_Low_Density",82,11105,"No_Alley_Access","Regular","Lvl","Corner","Gtl","College_Creek","Norm","OneFam","SFoyer","Average","Average",1996,1996,"Gable","VinylSd","VinylSd","None",0,"Typical","Good","PConc","Good","Fair","Av","GLQ",3,"Unf",0,0,870,"Good","Y","SBrkr",965,0,965,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Attchd",1998,"Unf",2,580,"Good","Typical","Paved",71,0,0,0,0,"Good_Privacy",0,7,2010,"WD ","Normal",159000
907180050,"Two_Story_1946_and_Newer","Residential_Low_Density",0,9337,"No_Alley_Access","Slightly_Irregular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","Two_Story","Good","Average",1997,1998,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,525,878,"Excellent","Y","SBrkr",892,800,1692,0,0,2,1,3,1,"Typical",8,"Typ",1,"Typical","Attchd",1997,"RFn",2,513,"Typical","Typical","Paved",0,39,0,0,0,"No_Fence",0,4,2010,"WD ","Normal",191000
907185060,"Two_Story_1946_and_Newer","Residential_Low_Density",70,8750,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","Two_Story","Above_Average","Average",1998,1998,"Gable","VinylSd","VinylSd","BrkFace",116,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,299,804,"Excellent","Y","SBrkr",804,878,1682,0,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",1998,"RFn",2,523,"Typical","Typical","Paved",0,77,0,0,0,"No_Fence",0,6,2010,"WD ","Normal",200500
907200280,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",38,15240,"No_Alley_Access","Slightly_Irregular","Lvl","FR2","Gtl","College_Creek","Norm","OneFam","One_Story","Average","Very_Good",1977,2004,"Gable","CemntBd","CmentBd","None",0,"Good","Good","CBlock","Good","Typical","No","GLQ",3,"Rec",688,140,1026,"Excellent","Y","SBrkr",1026,0,1026,1,0,1,1,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1977,"Unf",1,308,"Typical","Typical","Paved",316,85,0,0,0,"Minimum_Privacy",0,6,2010,"WD ","Normal",150000
907200290,"Two_Story_1946_and_Newer","Residential_Low_Density",0,10900,"No_Alley_Access","Slightly_Irregular","Lvl","FR2","Gtl","College_Creek","Norm","OneFam","Two_Story","Above_Average","Good",1977,1977,"Gable","HdBoard","HdBoard","BrkFace",153,"Typical","Typical","CBlock","Good","Typical","No","GLQ",3,"Unf",0,311,689,"Excellent","Y","SBrkr",689,703,1392,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1977,"Fin",1,299,"Typical","Typical","Paved",0,36,0,0,0,"Minimum_Privacy",450,3,2010,"WD ","Normal",161750
907203070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,7480,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Average","Above_Average",1972,1972,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"Unf",0,396,876,"Typical","Y","SBrkr",876,0,876,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1977,"Unf",2,484,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,6,2010,"WD ","Normal",127000
907250030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10389,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Very_Good","Average",2003,2003,"Hip","CemntBd","CmentBd","BrkFace",320,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,296,1978,"Excellent","Y","SBrkr",1978,0,1978,1,0,2,1,3,1,"Good",8,"Typ",1,"Good","Attchd",2003,"RFn",3,850,"Typical","Typical","Paved",188,25,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",318000
907252120,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11423,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Very_Good","Average",2001,2002,"Gable","VinylSd","VinylSd","BrkFace",479,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,223,1581,"Excellent","Y","SBrkr",1601,0,1601,1,0,2,0,3,1,"Good",6,"Typ",1,"Typical","Attchd",2001,"RFn",2,670,"Typical","Typical","Paved",180,0,0,0,0,"Minimum_Privacy",2000,5,2010,"WD ","Normal",272000
907280040,"Two_Story_1946_and_Newer","Residential_Low_Density",75,9375,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","Two_Story","Good","Average",1997,1997,"Gable","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1040,1040,"Excellent","Y","SBrkr",1044,1054,2098,0,0,2,1,4,1,"Good",9,"Typ",1,"Typical","Attchd",1997,"Fin",2,621,"Typical","Typical","Paved",331,38,0,0,0,"No_Fence",0,4,2010,"WD ","Normal",240000
907290040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",48,12137,"No_Alley_Access","Moderately_Irregular","Lvl","CulDSac","Gtl","College_Creek","Norm","OneFam","One_Story","Good","Average",1998,1998,"Gable","VinylSd","VinylSd","BrkFace",442,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1649,1649,"Excellent","Y","SBrkr",1661,0,1661,0,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1998,"RFn",2,598,"Typical","Typical","Paved",0,34,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",224900
907290170,"One_Story_PUD_1946_and_Newer","Residential_Medium_Density",0,4435,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","TwnhsE","One_Story","Above_Average","Average",2003,2003,"Gable","VinylSd","VinylSd","BrkFace",170,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,176,848,"Excellent","Y","SBrkr",848,0,848,1,0,1,0,1,1,"Good",4,"Typ",0,"No_Fireplace","Attchd",2003,"Fin",2,420,"Typical","Typical","Paved",140,0,0,0,0,"No_Fence",0,4,2010,"WD ","Normal",143750
907290240,"One_Story_PUD_1946_and_Newer","Residential_Medium_Density",0,4426,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","TwnhsE","One_Story","Above_Average","Average",2004,2004,"Gable","VinylSd","VinylSd","BrkFace",169,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,186,848,"Excellent","Y","SBrkr",848,0,848,1,0,1,0,1,1,"Good",3,"Typ",0,"No_Fireplace","Attchd",2004,"RFn",2,420,"Typical","Typical","Paved",160,0,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",143000
907401090,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",48,10635,"No_Alley_Access","Moderately_Irregular","Lvl","FR2","Gtl","College_Creek","Norm","OneFam","One_Story","Very_Good","Average",2003,2003,"Hip","VinylSd","VinylSd","BrkFace",171,"Good","Typical","PConc","Good","Typical","Av","BLQ",2,"GLQ",972,315,1657,"Excellent","Y","SBrkr",1668,0,1668,1,0,2,0,3,1,"Good",8,"Typ",1,"Typical","Attchd",2003,"Fin",2,502,"Typical","Typical","Paved",0,262,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",232000
907410080,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8400,"No_Alley_Access","Regular","Lvl","Inside","Gtl","College_Creek","Norm","OneFam","One_Story","Good","Average",2004,2005,"Gable","VinylSd","VinylSd","BrkFace",109,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,761,1473,"Excellent","Y","SBrkr",1484,0,1484,1,0,2,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",2004,"RFn",2,606,"Typical","Typical","Paved",0,35,0,144,0,"No_Fence",0,5,2010,"WD ","Normal",213000
908102060,"One_Story_1945_and_Older","Residential_Low_Density",67,8777,"No_Alley_Access","Regular","Lvl","Inside","Mod","Edwards","Feedr","OneFam","One_Story","Fair","Above_Average",1945,2007,"Gable","VinylSd","VinylSd","None",0,"Typical","Good","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Typical","N","SBrkr",640,0,640,0,0,1,0,2,1,"Typical",5,"Min1",0,"No_Fireplace","Detchd",1945,"Unf",1,240,"Typical","Typical","Dirt_Gravel",0,0,0,0,0,"No_Fence",0,4,2010,"ConLD","Normal",84900
908102130,"Duplex_All_Styles_and_Ages","Residential_Low_Density",75,9825,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","Duplex","One_Story","Average","Average",1965,1965,"Hip","AsphShn","AsphShn","None",0,"Typical","Typical","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Typical","N","SBrkr",1664,0,1664,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",100000
908102170,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,10044,"No_Alley_Access","Slightly_Irregular","Low","CulDSac","Gtl","Edwards","Norm","OneFam","One_Story","Average","Above_Average",1968,1968,"Gable","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,126,1196,"Typical","Y","SBrkr",1196,0,1196,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1968,"RFn",1,336,"Typical","Typical","Paved",257,0,168,0,0,"Minimum_Privacy",0,6,2010,"WD ","Normal",144000
908102300,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",89,11792,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","OneFam","One_and_Half_Fin","Below_Average","Average",1948,1950,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,744,744,"Excellent","N","FuseF",792,328,1120,0,0,1,0,2,1,"Fair",5,"Typ",0,"No_Fireplace","Detchd",1956,"Unf",2,480,"Typical","Fair","Partial_Pavement",0,0,0,0,160,"No_Fence",0,6,2010,"WD ","Abnorml",64000
908103350,"Split_or_Multilevel","Residential_Low_Density",65,6305,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","OneFam","SLvl","Above_Average","Above_Average",1975,1975,"Gable","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"Unf",0,480,1008,"Typical","Y","SBrkr",1096,0,1096,1,0,1,0,3,1,"Typical",5,"Typ",1,"Fair","Detchd",1975,"Unf",1,352,"Typical","Typical","Paved",0,0,0,0,0,"No_Fence",0,6,2010,"WD ","Normal",125200
908152080,"Split_or_Multilevel","Residential_Low_Density",94,7819,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","OneFam","SLvl","Above_Average","Average",1976,1976,"Gable","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","ALQ",1,"BLQ",127,480,1029,"Typical","Y","SBrkr",1117,0,1117,1,0,1,0,3,1,"Typical",6,"Typ",1,"Typical","Detchd",1976,"Unf",2,672,"Typical","Typical","Paved",144,0,0,0,0,"Minimum_Privacy",0,3,2010,"WD ","Abnorml",107000
908203100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,6410,"No_Alley_Access","Regular","HLS","Inside","Gtl","Edwards","Norm","OneFam","One_Story","Below_Average","Average",1958,1958,"Hip","WdShing","Wd Shng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,960,960,"Excellent","Y","SBrkr",960,0,960,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,"Minimum_Privacy",0,5,2010,"WD ","Normal",90000
908208020,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",80,8546,"No_Alley_Access","Regular","Lvl","Corner","Gtl","Edwards","Norm","OneFam","One_Story","Below_Average","Average",2003,2004,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1121,1121,"Excellent","Y","SBrkr",1121,0,1121,0,0,2,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",2003,"RFn",2,440,"Typical","Typical","Paved",132,64,0,0,0,"No_Fence",0,3,2010,"WD ","Normal",140000
908225320,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",52,8741,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","OneFam","One_and_Half_Fin","Above_Average","Below_Average",1945,1950,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Fair","No","LwQ",4,"Unf",0,641,735,"Typical","Y","FuseA",798,689,1487,0,0,1,1,3,1,"Typical",7,"Typ",1,"Good","Detchd",1949,"Unf",1,220,"Typical","Typical","Paved",0,140,0,0,0,"Minimum_Privacy",0,4,2010,"WD ","Normal",113000
908226130,"Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",60,12180,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Edwards","Norm","TwoFmCon","One_and_Half_Fin","Below_Average","Below_Average",1941,1950,"Gable","MetalSd","MetalSd","None",0,"Typical","Fair","BrkTil","Good","Typical","No","BLQ",2,"Unf",0,324,672,"Fair","N","FuseA",672,252,924,1,0,1,0,2,1,"Fair",5,"Typ",0,"No_Fireplace","Detchd",1941,"Unf",1,280,"Typical","Typical","Paved",0,0,0,0,0,"Minimum_Privacy",0,7,2010,"WD ","Normal",80000
908275300,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,8562,"No_Alley_Access","Regular","Lvl","Inside","Mod","Edwards","Norm","OneFam","One_Story","Average","Above_Average",1957,2002,"Hip","HdBoard","HdBoard","Stone",145,"Typical","Typical","CBlock","Typical","Typical","Av","Rec",6,"Unf",0,833,1216,"Excellent","Y","FuseA",1526,0,1526,0,0,1,0,4,1,"Typical",7,"Min2",1,"Good","Basment",1957,"Unf",1,364,"Typical","Typical","Paved",116,78,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",144500
909100110,"Two_Story_1945_and_Older","Residential_Low_Density",66,6858,"No_Alley_Access","Regular","Bnk","Corner","Gtl","South_and_West_of_Iowa_State_University","Norm","OneFam","Two_Story","Above_Average","Below_Average",1915,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,806,806,"Typical","N","FuseF",841,806,1647,1,0,1,1,4,1,"Fair",6,"Typ",0,"No_Fireplace","Detchd",1920,"Unf",1,216,"Typical","Typical","Paved",0,66,136,0,0,"No_Fence",0,5,2010,"WD ","Normal",128000
909101070,"One_Story_1945_and_Older","Residential_Low_Density",45,8212,"Gravel","Regular","Lvl","Inside","Gtl","Edwards","Norm","OneFam","One_Story","Fair","Fair",1914,1950,"Gable","Stucco","Stucco","None",0,"Typical","Fair","BrkTil","Typical","Fair","No","Rec",6,"Unf",0,661,864,"Typical","N","FuseF",864,0,864,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1938,"Unf",1,200,"Typical","Fair","Paved",0,0,96,0,0,"No_Fence",0,6,2010,"WD ","Normal",58500
909176140,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",50,5000,"Paved","Regular","Lvl","Inside","Gtl","South_and_West_of_Iowa_State_University","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1924,1950,"Gable","BrkFace","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","LwQ",4,"Unf",0,808,1026,"Typical","Y","SBrkr",1026,665,1691,0,0,2,0,3,1,"Good",6,"Typ",1,"Good","Detchd",1924,"Unf",1,308,"Typical","Typical","Paved",0,0,242,0,0,"No_Fence",0,5,2010,"WD ","Normal",127000
909250030,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",51,9839,"No_Alley_Access","Regular","Lvl","Inside","Gtl","South_and_West_of_Iowa_State_University","Feedr","OneFam","One_and_Half_Fin","Average","Poor",1931,1950,"Gable","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Typical","Fair","No","Unf",7,"Unf",0,894,894,"Excellent","Y","SBrkr",894,772,1666,1,0,1,0,3,1,"Typical",7,"Typ",1,"Good","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,156,0,0,0,"No_Fence",0,5,2010,"WD ","Normal",100000
909250060,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",50,9638,"No_Alley_Access","Regular","Lvl","Inside","Gtl","South_and_West_of_Iowa_State_University","Feedr","OneFam","One_and_Half_Fin","Above_Average","Good",1919,1990,"Gable","Wd Sdng","Wd Shng","None",0,"Typical","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,804,804,"Excellent","Y","SBrkr",1699,748,2447,0,0,2,0,4,1,"Good",10,"Min2",1,"Good","Detchd",1969,"Unf",1,336,"Typical","Typical","Paved",272,0,42,0,116,"No_Fence",0,3,2010,"WD ","Normal",169000
909426080,"Duplex_All_Styles_and_Ages","Residential_Low_Density",78,15600,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Crawford","Norm","Duplex","Two_Story","Average","Above_Average",1950,1991,"Gable","VinylSd","VinylSd","BrkFace",430,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,657,1032,"Excellent","Y","SBrkr",1102,1075,2177,0,0,2,1,5,2,"Typical",11,"Typ",0,"No_Fireplace","Detchd",1950,"Unf",2,484,"Typical","Typical","Paved",0,0,0,0,0,"No_Fence",0,3,2010,"WD ","Normal",215000
909427230,"Two_Story_1945_and_Older","Residential_Low_Density",66,9042,"No_Alley_Access","Regular","Lvl","Inside","Gtl","Crawford","Norm","OneFam","Two_Story","Good","Excellent",1941,2006,"Gable","CemntBd","CmentBd","None",0,"Excellent","Good","Stone","Typical","Good","No","GLQ",3,"Unf",0,877,1152,"Excellent","Y","SBrkr",1188,1152,2340,0,0,2,0,4,1,"Good",9,"Typ",2,"Good","Attchd",1941,"RFn",1,252,"Typical","Typical","Paved",0,60,0,0,0,"Good_Privacy",2500,5,2010,"WD ","Normal",266500
909452114,"Split_or_Multilevel","Residential_Low_Density",85,19645,"No_Alley_Access","Slightly_Irregular","Lvl","FR2","Gtl","Crawford","Norm","OneFam","SLvl","Good","Above_Average",1994,2007,"Gable","VinylSd","VinylSd","BrkFace",44,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,80,423,"Excellent","Y","SBrkr",896,756,1652,1,0,2,1,3,1,"Good",6,"Typ",0,"No_Fireplace","BuiltIn",1994,"RFn",2,473,"Typical","Typical","Paved",0,0,0,0,0,"No_Fence",0,6,2010,"WD ","Normal",203135
909455030,"One_Story_PUD_1946_and_Newer","Residential_Medium_Density",35,3907,"No_Alley_Access","Slightly_Irregular","HLS","Inside","Mod","Blueste","Norm","TwnhsE","One_Story","Very_Good","Above_Average",1989,1989,"Gable","HdBoard","HdBoard","None",0,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,235,982,"Good","Y","SBrkr",1034,0,1034,1,0,1,0,1,1,"Good",4,"Typ",1,"Typical","Attchd",1989,"Fin",2,598,"Typical","Typical","Paved",141,36,0,0,0,"No_Fence",0,4,2010,"WD ","Normal",185000
909455040,"One_Story_PUD_1946_and_Newer","Residential_Medium_Density",35,3907,"No_Alley_Access","Slightly_Irregular","HLS","Inside","Mod","Blueste","Norm","TwnhsE","One_Story","Very_Good","Average",1989,1989,"Gable","HdBoard","HdBoard","None",0,"Good","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,1115,1191,"Good","Y","SBrkr",1191,0,1191,0,0,2,0,2,1,"Good",5,"Typ",1,"Typical","Attchd",1989,"Unf",2,531,"Typical","Typical","Paved",112,81,0,0,0,"No_Fence",0,3,2010,"WD ","Normal",162500
909475140,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,15602,"No_Alley_Access","Slightly_Irregular","Lvl","Inside","Gtl","Crawford","Norm","OneFam","One_Story","Good","Very_Good",1959,1997,"Gable","BrkFace","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,254,1501,"Typical","Y","SBrkr",1801,0,1801,1,0,2,0,1,1,"Typical",6,"Typ",2,"Typical","Attchd",1959,"Fin",2,484,"Typical","Typical","Paved",0,54,0,0,161,"Good_Wood",0,3,2010,"WD ","Normal",289000
